user_idx,item_idx,label,weight,price_norm,category_idx
87,292,1,1,-0.7051062162004006,5
28,103,1,2,-0.6300669965704613,1
27,266,1,5,-1.6351066741608073,5
106,359,1,5,1.6152252218675303,2
88,248,1,1,-0.6483814248146749,1
175,98,1,1,-1.719377337356732,1
65,487,1,1,0.7815340932738944,6
158,99,1,3,0.09796189272770765,3
99,156,1,1,1.1255133362070355,2
118,228,1,1,0.1312571723728624,1
150,447,1,1,-0.972683116988742,6
25,491,1,1,-1.4101509704212698,2
81,112,1,1,1.2676559731031725,4
25,106,1,1,0.4061895362364406,1
81,238,1,1,1.4907491926144851,1
7,100,1,1,0.6763307269042224,2
142,373,1,1,-0.4053407292938209,4
181,4,1,5,-0.3670653287775425,1
147,277,1,1,1.230838168939418,3
45,434,1,5,1.2531744834155962,1
8,124,1,2,-0.8700710330235569,2
166,340,1,2,-1.6045376395453734,5
5,326,1,1,0.4993812289603131,6
18,379,1,5,-1.3398084501494634,6
174,228,1,1,0.1312571723728624,1
179,422,1,2,-0.9091292167661907,4
139,163,1,3,0.6221027440853201,3
104,428,1,1,-0.8519320561921471,1
155,39,1,2,-0.8282731079886788,3
11,46,1,3,-0.4308216729379442,1
90,259,1,1,-0.49822200797965593,6
153,227,1,1,0.5256719483558386,3
115,220,1,1,-0.009981214934208714,4
191,179,1,3,-1.4823019898712078,1
13,148,1,2,-0.4700283155683352,4
179,147,1,1,-0.9563121505478936,6
143,378,1,1,0.9198977766634877,3
155,177,1,1,1.2351839654719434,4
1,103,1,1,-0.6300669965704613,1
19,196,1,3,0.21825408059850793,4
7,92,1,1,-1.6479281235580092,1
134,78,1,5,-0.6348176809786876,6
47,352,1,1,-1.5932007790257423,3
127,4,1,1,-0.3670653287775425,1
196,116,1,1,0.8419973493785938,1
111,458,1,1,-0.33082786390229296,4
89,231,1,1,-0.5351747747686441,6
124,332,1,1,-0.7356077695032177,1
73,445,1,1,-0.11530604766659124,4
28,48,1,1,1.5715108275543335,2
137,184,1,1,-0.11928744511098549,4
135,457,1,1,-1.4260495676738,4
65,57,1,1,-0.1812757788808257,6
47,453,1,1,-0.6671547259846831,2
113,49,1,1,0.37687565403568013,4
32,245,1,2,0.43666409701421094,2
148,312,1,3,-0.17786122446241298,3
56,165,1,1,1.38929778722631,5
132,143,1,1,0.11485921340696739,5
55,163,1,1,0.6221027440853201,3
143,345,1,1,0.050441552382920515,1
65,112,1,1,1.2676559731031725,4
119,380,1,1,1.2706791359084075,5
133,77,1,1,0.3366163029284662,4
121,198,1,5,-0.5448380987353773,2
156,350,1,1,-1.157244506995832,2
98,454,1,1,-1.5717552178761067,4
166,212,1,2,-0.7074815584045138,4
86,153,1,1,0.21547385051869364,5
26,60,1,5,-1.684975364184661,3
186,178,1,1,0.04799872886619048,5
187,154,1,1,0.4522387839661804,4
185,446,1,1,0.8520115761709347,4
18,33,1,1,0.5719776250735225,3
160,35,1,1,0.3835832965097952,1
39,335,1,1,1.357932473121997,5
165,331,1,1,1.4606795197124158,2
41,85,1,1,-1.3906083822874293,2
52,120,1,1,0.82119960883008,4
74,344,1,1,0.04264071264441243,6
7,317,1,1,0.9863803658536102,3
144,246,1,2,1.3142450713338472,4
19,499,1,1,0.53588861908603,1
128,377,1,1,-1.084324200582062,4
144,131,1,1,-0.9782840659359406,1
80,93,1,1,0.514605013086675,3
190,60,1,1,-1.684975364184661,3
80,117,1,1,0.3979433198346613,6
120,262,1,1,0.400993475164943,6
56,75,1,2,-0.470932565157401,6
83,340,1,2,-1.6045376395453734,5
72,190,1,1,-0.38425956723231636,2
161,262,1,1,0.400993475164943,6
103,312,1,1,-0.17786122446241298,3
52,438,1,1,-0.4009679402362489,4
89,488,1,1,-1.3489319236152617,5
127,235,1,1,-0.634358808052893,6
77,368,1,1,0.30503504862377956,3
3,438,1,2,-0.4009679402362489,4
29,483,1,1,1.4311496973112814,6
165,329,1,5,1.3932251996206106,2
31,39,1,1,-0.8282731079886788,3
73,405,1,2,-1.6572270484366114,1
139,291,1,1,-1.2778336126421463,1
71,341,1,1,1.5508750421561002,4
4,380,1,1,1.2706791359084075,5
50,297,1,1,-1.5689479952712457,3
169,367,1,1,1.5786908392167665,5
90,144,1,1,0.7100848794751716,4
84,180,1,2,-1.0824752126163601,1
21,363,1,1,-0.8091624002555863,4
31,172,1,1,0.6911631194174064,3
102,258,1,1,-1.4152525576551038,6
91,33,1,1,0.5719776250735225,3
70,129,1,1,-0.5588877080222058,1
15,5,1,2,0.4641154949867463,1
149,34,1,1,1.1565277474857407,6
184,490,1,1,1.1274567980104009,5
50,67,1,1,0.30819317405424823,4
114,476,1,2,0.5382099762400497,2
139,448,1,1,0.12330787374659725,2
195,309,1,1,-0.8174086166573656,6
182,176,1,1,-1.6859470950863436,4
1,124,1,1,-0.8700710330235569,2
79,115,1,2,1.1364857976385356,4
57,82,1,1,1.4550650745026938,6
107,288,1,1,-1.2161017078602503,3
38,148,1,1,-0.4700283155683352,4
135,231,1,2,-0.5351747747686441,6
78,467,1,1,-0.6600017068472968,3
11,340,1,1,-1.6045376395453734,5
148,198,1,3,-0.5448380987353773,2
133,461,1,3,-0.00321958741000015,6
93,119,1,1,1.4491267189924109,2
9,261,1,1,1.0418365085621393,3
91,469,1,1,1.4894265588871949,6
190,178,1,3,0.04799872886619048,5
53,469,1,2,1.4894265588871949,6
104,159,1,2,0.8995993978283386,3
21,135,1,1,-1.2370614035590446,4
155,38,1,2,-1.3416439418526416,6
66,345,1,2,0.050441552382920515,1
100,176,1,1,-1.6859470950863436,4
3,384,1,1,1.355165739304706,4
55,262,1,1,0.400993475164943,6
10,431,1,1,0.9915629306625845,4
106,387,1,1,0.21450211961701096,4
72,463,1,1,-1.1447604641617144,4
156,132,1,1,0.003096663450937192,2
64,28,1,2,1.011658865559883,5
44,376,1,1,0.7884576759483836,5
158,117,1,1,0.3979433198346613,6
110,160,1,2,-0.27527724735610043,1
27,367,1,1,1.5786908392167665,5
154,379,1,1,-1.3398084501494634,6
154,409,1,1,1.5861677686547138,2
69,260,1,3,-0.9525736858289201,5
67,43,1,1,-1.2450646872354032,6
162,125,1,1,1.4847028670040152,3
160,93,1,3,0.514605013086675,3
84,53,1,3,0.052169073985911925,4
184,328,1,1,1.4681429528878396,2
21,246,1,1,1.3142450713338472,4
78,279,1,1,-1.30459670122599,1
124,219,1,1,1.403981720851737,6
91,358,1,1,1.3964238138386493,6
19,129,1,1,-0.5588877080222058,1
81,160,1,3,-0.27527724735610043,1
193,97,1,1,0.9073597487792766,5
191,20,1,1,1.4702213773164388,1
169,64,1,1,1.4253193119011855,3
56,320,1,1,-1.244295400271571,2
6,89,1,1,0.931275125970689,6
161,154,1,1,0.4522387839661804,4
38,128,1,2,1.2929209765469218,1
45,499,1,2,0.53588861908603,1
148,399,1,1,-1.6041462479321957,5
20,497,1,1,-1.0585868279499944,4
16,202,1,1,0.35316272078211836,4
165,426,1,2,-0.6101870018735367,5
129,399,1,1,-1.6041462479321957,5
130,157,1,2,-0.18598597450148197,6
147,445,1,1,-0.11530604766659124,4
10,314,1,1,-0.7602924336584621,2
161,458,1,1,-0.33082786390229296,4
104,51,1,2,-0.3349712164969677,3
45,404,1,1,-0.12564418475949296,5
124,266,1,2,-1.6351066741608073,5
143,208,1,1,-1.2307181601730603,3
32,320,1,1,-1.244295400271571,2
53,100,1,1,0.6763307269042224,2
168,243,1,2,1.6244836579585622,6
196,387,1,1,0.21450211961701096,4
58,17,1,1,0.9726411706048192,5
104,471,1,1,1.4847028670040152,2
91,239,1,5,-0.013733175915705683,4
1,49,1,1,0.37687565403568013,4
182,425,1,1,-0.5155647053221869,3
139,254,1,1,-0.48580544645815515,6
175,316,1,1,0.9683223665973407,2
56,327,1,1,-0.7393192416971446,5
67,382,1,1,0.5914257393696992,6
104,425,1,1,-0.5155647053221869,3
91,478,1,2,-0.1576708157274509,3
87,108,1,3,-1.1033809232650609,2
189,29,1,1,0.40092599385232613,3
117,84,1,1,0.8466400636866332,3
80,337,1,1,0.2928614198276995,2
65,150,1,1,0.5246867211916326,3
171,283,1,1,0.876399322550665,6
129,194,1,1,-0.776609415049217,1
136,172,1,5,0.6911631194174064,3
31,449,1,1,-1.6465919935681956,2
175,466,1,1,-0.0905673984612533,2
3,128,1,1,1.2929209765469218,1
62,456,1,2,-1.3822676920479866,2
118,438,1,1,-0.4009679402362489,4
55,115,1,1,1.1364857976385356,4
15,354,1,1,-1.389866087848644,2
17,408,1,5,1.1718325091872428,1
198,332,1,2,-0.7356077695032177,1
60,13,1,2,0.3979028310470912,3
85,225,1,1,-0.31665678825275406,6
133,358,1,1,1.3964238138386493,6
131,296,1,1,-1.0030497076663254,5
153,218,1,1,1.5960470328218208,4
90,329,1,1,1.3932251996206106,2
61,280,1,1,-0.022748679281317102,1
147,225,1,1,-0.31665678825275406,6
68,490,1,3,1.1274567980104009,5
62,136,1,1,-0.2459498688928166,6
14,419,1,1,0.6098076489265297,6
75,476,1,1,0.5382099762400497,2
149,184,1,1,-0.11928744511098549,4
32,439,1,1,0.20011510376709812,5
176,445,1,1,-0.11530604766659124,4
154,135,1,1,-1.2370614035590446,4
101,339,1,1,0.8242767566854086,4
131,40,1,2,1.2719882733731744,1
40,151,1,1,0.6093622722632585,1
197,43,1,1,-1.2450646872354032,6
92,19,1,1,0.26433032085329444,2
133,55,1,2,1.4820980883370047,4
161,378,1,3,0.9198977766634877,3
28,325,1,1,-0.9720622889126669,3
163,30,1,1,-0.135739389126974,4
85,206,1,1,1.3035560314153378,1
78,69,1,1,-1.2542151532262482,2
82,415,1,1,-0.5959619411739042,5
112,33,1,3,0.5719776250735225,3
51,487,1,2,0.7815340932738944,6
148,237,1,1,0.9592393819191124,5
131,424,1,2,1.4199208068918372,2
55,73,1,1,1.5304012119081474,1
26,1,1,1,0.9417212331637776,5
179,22,1,1,-1.6582797569134344,1
91,371,1,1,1.3831164989906062,1
176,497,1,1,-1.0585868279499944,4
87,235,1,1,-0.634358808052893,6
108,30,1,1,-0.135739389126974,4
28,362,1,1,-0.04847255565086107,1
132,488,1,5,-1.3489319236152617,5
58,473,1,1,0.34677898860856415,6
118,390,1,1,-0.09901605880088317,6
132,32,1,3,0.9247969199594712,3
9,2,1,1,-1.0056409900708125,5
0,464,1,1,1.15135867893929,2
167,15,1,1,-1.6256053053443547,1
175,263,1,1,1.5964249281724752,3
108,250,1,1,0.5954476256016635,4
31,491,1,2,-1.4101509704212698,2
110,406,1,1,1.2237796236396954,2
181,77,1,1,0.3366163029284662,4
94,424,1,3,1.4199208068918372,2
196,136,1,2,-0.2459498688928166,6
45,174,1,1,-0.7555957343003292,3
170,18,1,1,-0.33962742706753046,2
101,497,1,1,-1.0585868279499944,4
122,387,1,1,0.21450211961701096,4
27,236,1,3,0.9174684494092811,3
71,177,1,1,1.2351839654719434,4
186,461,1,1,-0.00321958741000015,6
41,432,1,1,0.9057401972764721,5
119,108,1,5,-1.1033809232650609,2
47,304,1,1,-1.513167942262156,1
185,270,1,3,-1.4960141925949522,4
75,295,1,3,0.5672539331903428,6
137,452,1,1,1.4629603880788655,5
185,132,1,1,0.003096663450937192,2
135,120,1,1,0.82119960883008,4
123,477,1,1,-0.056354372964509375,4
189,285,1,3,0.4301184096903763,6
58,206,1,1,1.3035560314153378,1
197,380,1,1,1.2706791359084075,5
39,374,1,1,-0.7502782068661213,4
132,334,1,1,0.5068581583982603,4
188,327,1,1,-0.7393192416971446,5
196,112,1,1,1.2676559731031725,4
166,486,1,2,-0.5474698699274345,1
62,416,1,1,0.7775526958295003,1
43,230,1,1,-1.2488436407419468,2
32,155,1,5,-0.08873190675807494,2
142,246,1,2,1.3142450713338472,4
99,337,1,1,0.2928614198276995,2
181,163,1,1,0.6221027440853201,3
158,431,1,1,0.9915629306625845,4
81,380,1,1,1.2706791359084075,5
128,140,1,2,0.5418539671213598,3
70,156,1,1,1.1255133362070355,2
95,454,1,3,-1.5717552178761067,4
134,83,1,1,1.0694633579474784,6
177,69,1,1,-1.2542151532262482,2
119,320,1,1,-1.244295400271571,2
1,302,1,2,1.0240619308188603,5
100,56,1,1,-1.266847654948123,2
46,79,1,2,-0.6559258355652389,4
122,152,1,5,1.0112539776841818,6
143,378,1,1,0.9198977766634877,3
160,41,1,2,-1.6797388143255934,5
100,410,1,1,-1.2549979364526038,6
186,489,1,1,-0.6108888075247519,3
141,397,1,3,-1.5908659256091993,5
75,433,1,1,0.24153513345132185,1
143,262,1,1,0.400993475164943,6
133,199,1,1,1.1236508519788104,1
51,271,1,1,-0.21803959799448663,1
166,340,1,3,-1.6045376395453734,5
10,256,1,1,0.1578852983314722,4
25,287,1,1,0.8562628988657963,6
147,48,1,1,1.5715108275543335,2
186,339,1,1,0.8242767566854086,4
155,257,1,1,-1.1901483950278091,6
135,125,1,3,1.4847028670040152,3
138,374,1,1,-0.7502782068661213,4
79,143,1,3,0.11485921340696739,5
108,482,1,1,0.6736314743995483,4
16,65,1,5,-0.37896903232315515,3
185,245,1,1,0.43666409701421094,2
72,94,1,1,1.504771809376267,6
93,38,1,3,-1.3416439418526416,6
161,393,1,2,-1.669198233294841,3
175,391,1,1,-0.9757872573691171,3
153,364,1,1,0.42953807040187136,2
4,55,1,1,1.4820980883370047,4
167,254,1,1,-0.48580544645815515,6
32,341,1,2,1.5508750421561002,4
85,203,1,2,0.49351035476264704,5
94,355,1,1,-1.3441137578944184,6
136,153,1,1,0.21547385051869364,5
144,315,1,3,-0.8672503141561725,6
3,159,1,2,0.8995993978283386,3
1,66,1,5,0.1566436421793221,6
94,45,1,1,0.709990405637508,5
17,485,1,1,-0.04345194599216728,4
24,177,1,3,1.2351839654719434,4
74,490,1,2,1.1274567980104009,5
94,243,1,1,1.6244836579585622,6
62,154,1,5,0.4522387839661804,4
102,33,1,1,0.5719776250735225,3
180,282,1,3,-0.9827918176187463,4
136,357,1,1,-1.7324687120044013,5
172,497,1,1,-1.0585868279499944,4
178,70,1,2,0.45647661039851867,2
123,437,1,1,1.3498482118704982,6
115,267,1,1,-0.8690993021218743,4
155,18,1,1,-0.33962742706753046,2
26,66,1,1,0.1566436421793221,6
53,485,1,1,-0.04345194599216728,4
94,44,1,1,-0.7460268841712596,3
191,40,1,2,1.2719882733731744,1
96,27,1,1,-0.23341184100860551,6
60,373,1,1,-0.4053407292938209,4
46,52,1,3,-1.6851643118599882,1
195,277,1,1,1.230838168939418,3
178,327,1,2,-0.7393192416971446,5
157,268,1,1,1.2070307618481928,6
121,292,1,1,-0.7051062162004006,5
177,461,1,1,-0.00321958741000015,6
184,90,1,3,-1.4300849501682877,1
176,350,1,5,-1.157244506995832,2
19,358,1,1,1.3964238138386493,6
22,107,1,5,0.1897769666741964,3
110,344,1,1,0.04264071264441243,6
114,416,1,1,0.7775526958295003,1
110,47,1,1,-0.39502958472596594,2
141,235,1,1,-0.634358808052893,6
78,403,1,1,0.2518597742817002,4
73,410,1,1,-1.2549979364526038,6
8,139,1,2,1.5834685161500397,1
53,130,1,2,-1.2047243585530492,3
174,457,1,1,-1.4260495676738,4
16,491,1,2,-1.4101509704212698,2
175,246,1,1,1.3142450713338472,4
121,125,1,1,1.4847028670040152,3
109,99,1,3,0.09796189272770765,3
68,135,1,1,-1.2370614035590446,4
100,62,1,1,-1.3611055524113418,4
117,381,1,2,0.8800838022195451,4
191,180,1,2,-1.0824752126163601,1
176,288,1,1,-1.2161017078602503,3
63,88,1,1,-0.28411729930890806,6
44,361,1,1,1.3689859121286374,6
63,474,1,1,-0.30704744933611433,5
117,332,1,1,-0.7356077695032177,1
150,181,1,5,1.248720716782884,2
174,314,1,3,-0.7602924336584621,2
41,371,1,1,1.3831164989906062,1
104,106,1,1,0.4061895362364406,1
2,367,1,1,1.5786908392167665,5
45,219,1,1,1.403981720851737,6
145,181,1,1,1.248720716782884,2
107,427,1,5,-0.5136212435188215,6
195,148,1,1,-0.4700283155683352,4
56,147,1,2,-0.9563121505478936,6
162,291,1,1,-1.2778336126421463,1
38,118,1,1,-0.6729176300821622,1
176,167,1,1,0.560478809403611,6
154,4,1,1,-0.3670653287775425,1
67,336,1,2,0.10456156510163578,4
52,231,1,1,-0.5351747747686441,6
36,92,1,1,-1.6479281235580092,1
61,384,1,1,1.355165739304706,4
90,295,1,1,0.5672539331903428,6
119,182,1,3,1.0347644669998932,1
34,56,1,1,-1.266847654948123,2
114,345,1,3,0.050441552382920515,1
25,40,1,1,1.2719882733731744,1
191,288,1,3,-1.2161017078602503,3
67,317,1,1,0.9863803658536102,3
187,397,1,1,-1.5908659256091993,5
187,313,1,1,-0.16305582447427566,6
158,172,1,1,0.6911631194174064,3
88,142,1,1,-1.1088604058495493,2
94,163,1,1,0.6221027440853201,3
51,419,1,3,0.6098076489265297,6
83,199,1,1,1.1236508519788104,1
162,111,1,2,-0.48923349713909126,5
141,226,1,1,0.78716203474614,1
67,130,1,1,-1.2047243585530492,3
129,138,1,1,1.0946878726036577,1
15,298,1,2,-0.23265605030729677,4
147,469,1,3,1.4894265588871949,6
26,131,1,2,-0.9782840659359406,1
45,330,1,1,-1.1264055471299306,3
21,312,1,5,-0.17786122446241298,3
125,421,1,5,-1.248924618317087,3
155,118,1,1,-0.6729176300821622,1
192,455,1,1,-1.208071431658845,4
190,295,1,1,0.5672539331903428,6
87,321,1,1,0.09114628015340562,1
54,264,1,1,1.4502334125193272,3
85,155,1,1,-0.08873190675807494,2
165,453,1,1,-0.6671547259846831,2
30,152,1,1,1.0112539776841818,6
70,421,1,1,-1.248924618317087,3
139,173,1,3,0.43501755298635975,2
148,180,1,1,-1.0824752126163601,1
152,302,1,1,1.0240619308188603,5
154,18,1,1,-0.33962742706753046,2
101,270,1,2,-1.4960141925949522,4
5,28,1,1,1.011658865559883,5
172,202,1,1,0.35316272078211836,4
151,339,1,3,0.8242767566854086,4
86,120,1,1,0.82119960883008,4
61,272,1,5,-1.6764457262698909,5
120,58,1,1,-0.497169299502833,5
12,392,1,1,-0.49525283022451444,1
64,485,1,1,-0.04345194599216728,4
152,141,1,2,0.6664379664745919,6
106,199,1,5,1.1236508519788104,1
79,386,1,1,-0.4065284003958775,2
9,302,1,1,1.0240619308188603,5
26,256,1,1,0.1578852983314722,4
153,293,1,2,-1.3167838262845935,5
125,400,1,1,-1.1242596413887147,1
92,466,1,3,-0.0905673984612533,2
146,285,1,2,0.4301184096903763,6
155,314,1,2,-0.7602924336584621,2
165,291,1,3,-1.2778336126421463,1
90,117,1,1,0.3979433198346613,6
9,141,1,2,0.6664379664745919,6
165,394,1,1,-0.1161428159430402,4
105,160,1,1,-0.27527724735610043,1
109,101,1,5,-1.292868449093181,6
198,155,1,1,-0.08873190675807494,2
188,112,1,1,1.2676559731031725,4
123,392,1,3,-0.49525283022451444,1
29,306,1,2,-0.998042594270155,2
191,436,1,1,1.4158854243973495,6
134,448,1,1,0.12330787374659725,2
196,432,1,2,0.9057401972764721,5
190,416,1,1,0.7775526958295003,1
147,130,1,1,-1.2047243585530492,3
74,29,1,2,0.40092599385232613,3
132,101,1,1,-1.292868449093181,6
188,214,1,1,-0.7178061992348922,1
37,403,1,5,0.2518597742817002,4
132,163,1,1,0.6221027440853201,3
72,421,1,2,-1.248924618317087,3
172,167,1,1,0.560478809403611,6
183,240,1,2,0.899828834291236,1
164,189,1,1,1.197272964043796,4
115,369,1,5,0.5720990914362328,4
52,58,1,2,-0.497169299502833,5
10,118,1,5,-0.6729176300821622,1
142,429,1,1,-1.5951442408291077,5
67,17,1,1,0.9726411706048192,5
166,143,1,1,0.11485921340696739,5
151,191,1,3,-0.9364321558509691,3
1,313,1,1,-0.16305582447427566,6
77,391,1,1,-0.9757872573691171,3
77,0,1,1,-1.5252201046955256,4
194,209,1,2,-0.6295271460695264,3
170,360,1,1,-0.5376985758605143,2
91,261,1,1,1.0418365085621393,3
46,361,1,2,1.3689859121286374,6
95,366,1,1,1.4970789397379458,6
67,468,1,1,-1.5972631540452769,6
147,367,1,1,1.5786908392167665,5
36,167,1,1,0.560478809403611,6
25,222,1,5,1.2816381010773843,3
141,370,1,1,0.17885849029278977,5
158,465,1,1,0.09404797659593024,4
2,404,1,1,-0.12564418475949296,5
179,413,1,1,0.6797047925350649,1
78,411,1,5,-0.5287910425950898,2
22,431,1,1,0.9915629306625845,4
93,161,1,1,-1.5694068681970403,1
191,49,1,1,0.37687565403568013,4
19,433,1,2,0.24153513345132185,1
32,367,1,1,1.5786908392167665,5
23,194,1,3,-0.776609415049217,1
125,226,1,1,0.78716203474614,1
157,106,1,1,0.4061895362364406,1
141,245,1,1,0.43666409701421094,2
20,123,1,1,-0.5050106280289112,5
156,482,1,1,0.6736314743995483,4
26,490,1,1,1.1274567980104009,5
121,192,1,1,1.490020394438223,4
23,306,1,1,-0.998042594270155,2
88,423,1,1,0.9106663330975023,4
107,446,1,1,0.8520115761709347,4
54,401,1,1,-1.4765525820362522,6
